Circuit breaker Open/Close Status, Disconnector Open/Close Status, Earth switch Open/Close Status, Protection system healthy (Trip circuit healthy), Control level - Local or remote, Protection tripped, Circuit breaker mechanical failure, Auxiliary power failure, Intertrip command send, Intertrip command receive, Current Line 'L1', Current Line 'L2', Current Line 'L3', Voltage Phase 'L1-N', Voltage Phase 'L2-N', Voltage Phase 'L3-N', Active Power, Reactive power, Frequency, Power Factor
1,1,0,1,False,False,1,False,False,False,287,246,250,6351,6358,6355,4000000,2450000,50.03,0.85
1,1,0,1,False,False,1,False,False,False,288,246,246,6351,6358,6355,3999883,2449898,50.0,0.83
1,1,0,1,False,False,1,False,False,False,289,245,242,6351,6358,6355,4000366,2450000,49.97,0.86
1,1,0,1,False,False,1,False,False,False,290,246,249,6351,6358,6355,3999595,2450000,50.0,0.86
1,1,0,1,False,False,1,False,False,False,291,246,246,6351,6358,6355,4000000,2450000,50.0,0.86
1,1,0,1,False,False,1,False,False,False,292,246,246,6351,6358,6355,4000485,2450000,49.97,0.85
1,1,0,1,False,False,1,False,False,False,293,246,249,6351,6358,6355,4000377,2450121,50.0,0.85
1,1,0,1,False,False,1,False,False,False,294,246,244,6351,6358,6355,4000000,2449701,50.0,0.84
1,1,0,1,False,False,1,False,False,False,295,246,250,6351,6358,6355,4000000,2450000,50.03,0.85
1,1,0,1,False,False,1,False,False,False,296,246,242,6351,6358,6355,4000176,2450243,50.0,0.84
1,1,0,1,False,False,1,False,False,False,297,250,246,6351,6358,6355,4000000,2449657,50.0,0.84
1,1,0,1,False,False,1,False,False,False,298,245,246,6351,6358,6355,4000000,2449792,50.01,0.85
1,1,0,1,False,False,1,False,False,False,299,242,246,6351,6358,6355,4000156,2450000,50.0,0.83
1,1,0,1,False,False,1,False,False,False,300,251,250,6351,6358,6355,4000410,2449701,50.0,0.84
1,1,0,1,False,False,1,False,False,False,301,249,248,6351,6358,6355,4000433,2450000,50.0,0.85
1,1,0,1,False,False,1,False,False,False,302,246,246,6351,6358,6355,3999577,2450229,50.04,0.83
1,1,0,1,False,False,1,False,False,False,303,245,246,6351,6358,6355,4000411,2449727,50.0,0.87
1,1,0,1,False,False,1,False,False,False,304,246,249,6351,6358,6355,3999824,2450151,50.0,0.85
1,1,0,1,False,False,1,False,False,False,305,247,250,6351,6358,6355,4000000,2450262,50.0,0.85
1,1,0,1,False,False,1,False,False,False,306,249,248,6351,6358,6355,4000000,2449913,50.0,0.86
1,1,0,1,False,False,1,False,False,False,307,247,246,6351,6358,6355,3999728,2450000,50.0,0.83
1,1,0,1,False,False,1,False,False,False,308,241,248,6351,6358,6355,4000000,2450000,49.96,0.87
1,1,0,1,False,False,1,False,False,False,309,248,244,6351,6358,6355,3999934,2449931,49.95,0.84
1,1,0,1,False,False,1,False,False,False,310,246,245,6351,6358,6355,4000443,2449728,49.99,0.85
1,1,0,1,False,False,1,False,False,False,311,247,246,6351,6358,6355,4000097,2450000,50.0,0.85
1,1,0,1,False,False,1,False,False,False,312,250,247,6351,6358,6355,4000379,2450341,50.04,0.86
1,1,0,1,False,False,1,False,False,False,313,244,241,6351,6358,6355,4000163,2450249,50.0,0.85
1,1,0,1,False,False,1,False,False,False,314,251,248,6351,6358,6355,3999790,2450000,50.04,0.86
1,1,0,1,False,False,1,False,False,False,315,247,248,6351,6358,6355,4000284,2450295,50.0,0.85
1,1,0,1,False,False,1,False,False,False,316,243,246,6351,6358,6355,4000000,2450000,50.01,0.86
1,1,0,1,False,False,1,False,False,False,317,246,246,6351,6358,6355,3999915,2449764,50.04,0.85
1,1,0,1,False,False,1,False,False,False,318,248,250,6351,6358,6355,4000000,2450000,50.0,0.84
1,1,0,1,False,False,1,False,False,False,319,243,242,6351,6358,6355,4000460,2450138,49.98,0.85
1,1,0,1,False,False,1,False,False,False,320,248,246,6351,6358,6355,4000367,2450455,50.0,0.87
1,1,0,1,False,False,1,False,False,False,321,241,247,6351,6358,6355,4000062,2450000,50.0,0.85
1,1,0,1,False,False,1,False,False,False,322,246,246,6351,6358,6355,4000089,2449548,49.97,0.86
1,1,0,1,False,False,1,False,False,False,323,246,246,6351,6358,6355,3999615,2450000,49.96,0.86
1,1,0,1,False,False,1,False,False,False,324,249,246,6351,6358,6355,4000000,2449924,50.0,0.85
1,1,0,1,False,False,1,False,False,False,325,245,242,6351,6358,6355,3999967,2449762,50.04,0.85
1,1,0,1,False,False,1,False,False,False,326,242,246,6351,6358,6355,4000466,2450126,49.97,0.85
1,1,0,1,False,False,1,False,False,False,327,250,246,6351,6358,6355,4000000,2449715,50.0,0.85
1,1,0,1,False,False,1,False,False,False,328,243,243,6351,6358,6355,3999903,2450434,50.0,0.83
1,1,0,1,False,False,1,False,False,False,329,250,247,6351,6358,6355,4000005,2450436,49.97,0.85
1,1,0,1,False,False,1,False,False,False,330,246,246,6351,6358,6355,4000306,2450055,50.03,0.85
1,1,0,1,False,False,1,False,False,False,331,244,242,6351,6358,6355,3999616,2450098,50.0,0.84
1,1,0,1,False,False,1,False,False,False,332,246,242,6351,6358,6355,4000091,2449813,50.0,0.85
1,1,0,1,False,False,1,False,False,False,333,246,247,6351,6358,6355,4000402,2450431,49.96,0.85
1,1,0,1,False,False,1,False,False,False,334,250,246,6351,6358,6355,4000000,2449615,50.0,0.85
1,1,0,1,False,False,1,False,False,False,335,242,249,6351,6358,6355,4000000,2449560,50.0,0.85
1,1,0,1,False,False,1,False,False,False,336,246,241,6351,6358,6355,4000091,2449676,50.03,0.86
1,1,0,1,False,False,1,False,False,False,337,246,246,6351,6358,6355,4000000,2450293,49.95,0.85
1,1,0,1,False,False,1,False,False,False,338,248,246,6351,6358,6355,4000000,2449517,50.02,0.85
1,1,0,1,False,False,1,False,False,False,339,250,246,6351,6358,6355,3999927,2450000,50.02,0.86
1,1,0,1,False,False,1,False,False,False,340,243,247,6351,6358,6355,4000000,2450417,49.98,0.87
1,1,0,1,False,False,1,False,False,False,341,246,246,6351,6358,6355,4000000,2449778,50.0,0.85
1,1,0,1,False,False,1,False,False,False,342,246,242,6351,6358,6355,4000000,2450000,50.0,0.86
1,1,0,1,False,False,1,False,False,False,343,248,243,6351,6358,6355,3999949,2449730,50.0,0.83
1,1,0,1,False,False,1,False,False,False,344,246,248,6351,6358,6355,4000000,2449875,50.01,0.85
1,1,0,1,False,False,1,False,False,False,345,246,248,6351,6358,6355,4000247,2449652,50.0,0.85
1,1,0,1,False,False,1,False,False,False,346,244,241,6351,6358,6355,4000117,2449828,50.0,0.84
1,1,0,1,False,False,1,False,False,False,347,244,245,6351,6358,6355,4000000,2450000,50.0,0.84
1,1,0,1,False,False,1,False,False,False,348,247,244,6351,6358,6355,3999807,2450292,49.95,0.87
1,1,0,1,False,False,1,False,False,False,349,248,248,6351,6358,6355,4000000,2449531,50.01,0.86
1,1,0,1,False,False,1,False,False,False,350,246,242,6351,6358,6355,3999808,2450000,50.0,0.84
1,1,0,1,False,False,1,False,False,False,351,245,246,6351,6358,6355,4000000,2450000,50.0,0.85
1,1,0,1,False,False,1,False,False,False,352,246,246,6351,6358,6355,4000000,2449912,50.05,0.83
1,1,0,1,False,False,1,False,False,False,353,246,246,6351,6358,6355,3999653,2450462,50.01,0.86
1,1,0,1,False,False,1,False,False,False,354,247,244,6351,6358,6355,4000000,2450000,49.98,0.83
1,1,0,1,False,False,1,False,False,False,355,246,242,6351,6358,6355,3999953,2449781,50.0,0.83
1,1,0,1,False,False,1,False,False,False,356,251,246,6351,6358,6355,4000364,2449802,50.0,0.86
1,1,0,1,False,False,1,False,False,False,357,246,247,6351,6358,6355,4000211,2450000,50.04,0.83
1,1,0,1,False,False,1,False,False,False,358,243,246,6351,6358,6355,4000043,2450000,50.02,0.84
1,1,0,1,False,False,1,False,False,False,359,246,241,6351,6358,6355,4000428,2449914,49.98,0.85
1,1,0,1,False,False,1,False,False,False,360,241,246,6351,6358,6355,4000278,2450000,50.0,0.85
1,1,0,1,False,False,1,False,False,False,361,246,245,6351,6358,6355,4000045,2450000,50.0,0.85
1,1,0,1,False,False,1,False,False,False,362,248,249,6351,6358,6355,3999711,2450000,49.96,0.84
1,1,0,1,False,False,1,False,False,False,363,250,249,6351,6358,6355,4000034,2450000,50.0,0.85
1,1,0,1,False,False,1,False,False,False,364,246,246,6351,6358,6355,3999637,2450475,49.97,0.83
1,1,0,1,False,False,1,False,False,False,365,247,250,6351,6358,6355,3999942,2449567,50.01,0.86
1,1,0,1,False,False,1,False,False,False,366,246,242,6351,6358,6355,4000318,2450021,50.01,0.86
1,1,0,1,False,False,1,False,False,False,367,248,247,6351,6358,6355,3999851,2450000,50.0,0.85
1,1,0,1,False,False,1,False,False,False,368,249,247,6351,6358,6355,3999945,2450092,50.0,0.85
1,1,0,1,False,False,1,False,False,False,369,241,243,6351,6358,6355,4000461,2449897,50.0,0.86
1,1,0,1,False,False,1,False,False,False,370,247,248,6351,6358,6355,3999507,2449659,50.0,0.86
1,1,0,1,False,False,1,False,False,False,371,249,249,6351,6358,6355,3999724,2450000,50.0,0.86
1,1,0,1,False,False,1,False,False,False,372,246,246,6351,6358,6355,3999587,2449680,49.96,0.85
1,1,0,1,False,False,1,False,False,False,373,248,246,6351,6358,6355,4000338,2450000,49.96,0.85
1,1,0,1,False,False,1,False,False,False,374,244,246,6351,6358,6355,4000000,2450103,50.01,0.85
1,1,0,1,False,False,1,False,False,False,375,246,250,6351,6358,6355,4000000,2450496,50.04,0.85
1,1,0,1,False,False,1,False,False,False,376,249,247,6351,6358,6355,4000000,2450166,50.0,0.85
1,1,0,1,False,False,1,False,False,False,377,246,245,6351,6358,6355,4000000,2449629,50.0,0.87
1,1,0,1,False,False,1,False,False,False,378,248,246,6351,6358,6355,4000000,2449830,49.96,0.85
1,1,0,1,False,False,1,False,False,False,379,248,246,6351,6358,6355,4000219,2450001,50.0,0.85
1,1,0,1,False,False,1,False,False,False,380,243,246,6351,6358,6355,3999725,2450000,50.05,0.85
1,1,0,1,False,False,1,False,False,False,381,242,248,6351,6358,6355,4000000,2449710,49.97,0.85
1,1,0,1,False,False,1,False,False,False,382,244,245,6351,6358,6355,4000000,2449724,50.0,0.84
1,1,0,1,False,False,1,False,False,False,383,241,246,6351,6358,6355,3999702,2449751,50.0,0.86
1,1,0,1,False,False,1,False,False,False,384,246,249,6351,6358,6355,4000470,2450297,49.97,0.83
1,1,0,1,False,False,1,False,False,False,385,244,242,6351,6358,6355,4000492,2450342,50.0,0.84
1,1,0,1,False,False,1,False,False,False,386,248,248,6351,6358,6355,3999883,2450000,50.04,0.85
1,1,0,1,False,False,1,False,False,False,387,246,241,6351,6358,6355,4000000,2449827,50.03,0.84
1,1,0,1,False,False,1,False,False,False,388,245,243,6351,6358,6355,4000000,2449869,50.0,0.85
1,1,0,1,False,False,1,False,False,False,389,244,246,6351,6358,6355,4000175,2450000,50.02,0.86
1,1,0,1,False,False,1,False,False,False,390,242,243,6351,6358,6355,4000119,2449689,50.04,0.86
1,1,0,1,False,False,1,False,False,False,391,245,249,6351,6358,6355,4000000,2450000,50.0,0.87
1,1,0,1,False,False,1,False,False,False,392,251,244,6351,6358,6355,3999617,2450237,50.03,0.86
1,1,0,1,False,False,1,False,False,False,393,241,244,6351,6358,6355,3999769,2450074,49.95,0.85
1,1,0,1,False,False,1,False,False,False,394,246,247,6351,6358,6355,4000027,2450000,49.97,0.85
1,1,0,1,False,False,1,False,False,False,395,243,246,6351,6358,6355,4000205,2450428,50.01,0.83
1,1,0,1,False,False,1,False,False,False,396,246,246,6351,6358,6355,4000360,2450000,50.0,0.85
1,1,0,1,False,False,1,False,False,False,397,246,247,6351,6358,6355,4000349,2450291,50.04,0.85
1,1,0,1,False,False,1,False,False,False,398,246,246,6351,6358,6355,4000000,2450137,50.0,0.86
1,1,0,1,False,False,1,False,False,False,399,246,246,6351,6358,6355,4000000,2450000,49.98,0.84
1,1,0,1,False,False,1,False,False,False,400,244,246,6351,6358,6355,3999822,2450005,50.0,0.85
1,1,0,1,False,False,1,False,False,False,401,246,241,6351,6358,6355,4000000,2450000,50.05,0.87
1,1,0,1,False,False,1,False,False,False,402,246,250,6351,6358,6355,4000000,2450036,50.0,0.84
1,1,0,1,False,False,1,False,False,False,403,246,248,6351,6358,6355,4000000,2450422,50.01,0.85
1,1,0,1,False,False,1,False,False,False,404,242,249,6351,6358,6355,4000000,2449685,50.0,0.87
1,1,0,1,False,False,1,False,False,False,405,242,246,6351,6358,6355,4000000,2450315,50.0,0.84
1,1,0,1,False,False,1,False,False,False,406,246,246,6351,6358,6355,3999772,2449919,50.0,0.85
1,1,0,1,False,False,1,False,False,False,407,242,250,6351,6358,6355,3999842,2450000,50.0,0.84
1,1,0,1,False,False,1,False,False,False,408,247,250,6351,6358,6355,4000000,2449847,50.0,0.85
1,1,0,1,False,False,1,False,False,False,409,244,242,6351,6358,6355,4000000,2449787,50.0,0.86
1,1,0,1,False,False,1,False,False,False,410,243,242,6351,6358,6355,3999831,2449504,49.99,0.86
1,1,0,1,False,False,1,False,False,False,411,250,246,6351,6358,6355,4000000,2450000,50.0,0.85
1,1,0,1,False,False,1,False,False,False,412,248,246,6351,6358,6355,4000000,2449593,50.0,0.84
1,1,0,1,False,False,1,False,False,False,413,247,245,6351,6358,6355,3999858,2450000,50.01,0.84
1,1,0,1,False,False,1,False,False,False,414,244,245,6351,6358,6355,4000000,2449580,49.95,0.86
1,1,0,1,False,False,1,False,False,False,415,241,247,6351,6358,6355,4000000,2450000,49.96,0.85
1,1,0,1,False,False,1,False,False,False,416,242,243,6351,6358,6355,4000000,2449536,50.0,0.85
1,1,0,1,False,False,1,False,False,False,417,246,243,6351,6358,6355,4000000,2450042,49.96,0.85
1,1,0,1,False,False,1,False,False,False,418,242,246,6351,6358,6355,4000000,2450452,50.0,0.87
1,1,0,1,False,False,1,False,False,False,419,244,246,6351,6358,6355,4000203,2449955,50.01,0.85
1,1,0,1,False,False,1,False,False,False,420,246,246,6351,6358,6355,4000216,2450000,50.0,0.86
1,1,0,1,False,False,1,False,False,False,421,247,246,6351,6358,6355,3999678,2450178,49.95,0.84
1,1,0,1,False,False,1,False,False,False,422,246,246,6351,6358,6355,4000000,2449549,49.98,0.85
1,1,0,1,False,False,1,False,False,False,423,247,246,6351,6358,6355,4000000,2450000,50.01,0.84
1,1,0,1,False,False,1,False,False,False,424,246,242,6351,6358,6355,4000000,2450000,50.0,0.85
1,1,0,1,False,False,1,False,False,False,425,247,246,6351,6358,6355,4000000,2450114,50.04,0.85
1,1,0,1,False,False,1,False,False,False,426,248,246,6351,6358,6355,4000000,2449863,49.98,0.86
1,1,0,1,False,False,1,False,False,False,427,244,249,6351,6358,6355,4000499,2449712,50.02,0.85
1,1,0,1,False,False,1,False,False,False,428,251,246,6351,6358,6355,4000266,2450458,50.04,0.85
1,1,0,1,False,False,1,False,False,False,429,246,246,6351,6358,6355,3999933,2449610,49.97,0.85
1,1,0,1,False,False,1,False,False,False,430,243,249,6351,6358,6355,4000000,2449539,50.0,0.84
1,1,0,1,False,False,1,False,False,False,431,246,244,6351,6358,6355,4000435,2450000,50.04,0.85
1,1,0,1,False,False,1,False,False,False,432,245,246,6351,6358,6355,4000000,2450000,50.01,0.85
1,1,0,1,False,False,1,False,False,False,433,246,249,6351,6358,6355,4000311,2449731,49.97,0.85
1,1,0,1,False,False,1,False,False,False,434,251,246,6351,6358,6355,4000000,2449629,50.0,0.85
1,1,0,1,False,False,1,False,False,False,435,246,245,6351,6358,6355,4000000,2450014,50.02,0.84
1,1,0,1,False,False,1,False,False,False,436,249,246,6351,6358,6355,3999994,2450300,50.0,0.83
1,1,0,1,False,False,1,False,False,False,437,248,245,6351,6358,6355,4000292,2450030,50.0,0.84
1,1,0,1,False,False,1,False,False,False,438,247,246,6351,6358,6355,3999920,2449646,49.96,0.86
1,1,0,1,False,False,1,False,False,False,439,251,246,6351,6358,6355,4000000,2450317,49.99,0.83
1,1,0,1,False,False,1,False,False,False,440,247,243,6351,6358,6355,3999978,2450077,49.96,0.83
1,1,0,1,False,False,1,False,False,False,441,249,246,6351,6358,6355,4000000,2450286,50.04,0.85
1,1,0,1,False,False,1,False,False,False,442,242,246,6351,6358,6355,4000000,2450000,50.01,0.85
1,1,0,1,False,False,1,False,False,False,443,244,246,6351,6358,6355,4000000,2450292,50.0,0.85
1,1,0,1,False,False,1,False,False,False,444,247,246,6351,6358,6355,4000000,2450173,50.0,0.85
1,1,0,1,False,False,1,False,False,False,445,246,246,6351,6358,6355,3999570,2450424,50.04,0.85
1,1,0,1,False,False,1,False,False,False,446,243,248,6351,6358,6355,4000240,2450048,50.0,0.85
1,1,0,1,False,False,1,False,False,False,447,246,242,6351,6358,6355,3999881,2450000,49.97,0.85
1,1,0,1,False,False,1,False,False,False,448,248,246,6351,6358,6355,4000000,2449897,50.01,0.86
1,1,0,1,False,False,1,False,False,False,449,246,246,6351,6358,6355,4000134,2450238,49.99,0.85
1,1,0,1,False,False,1,False,False,False,450,249,250,6351,6358,6355,3999926,2450000,49.98,0.84
1,1,0,1,False,False,1,False,False,False,451,250,246,6351,6358,6355,4000465,2450000,49.96,0.85
1,1,0,1,False,False,1,False,False,False,452,247,248,6351,6358,6355,3999737,2450092,49.99,0.84
1,1,0,1,False,False,1,False,False,False,453,243,247,6351,6358,6355,4000000,2450000,49.98,0.85
1,1,0,1,False,False,1,False,False,False,454,242,246,6351,6358,6355,4000442,2450207,49.95,0.84
1,1,0,1,False,False,1,False,False,False,455,244,245,6351,6358,6355,3999650,2449756,50.0,0.85
1,1,0,1,False,False,1,False,False,False,456,248,249,6351,6358,6355,4000293,2450000,50.02,0.85
1,1,0,1,False,False,1,False,False,False,457,246,246,6351,6358,6355,4000000,2449777,50.0,0.85
1,1,0,1,False,False,1,False,False,False,458,246,246,6351,6358,6355,4000153,2449549,50.0,0.83
1,1,0,1,False,False,1,False,False,False,459,246,242,6351,6358,6355,4000372,2449618,49.97,0.85
1,1,0,1,False,False,1,False,False,False,460,246,250,6351,6358,6355,4000302,2449958,49.98,0.86
1,1,0,1,False,False,1,False,False,False,461,241,247,6351,6358,6355,3999930,2449957,50.0,0.85
1,1,0,1,False,False,1,False,False,False,462,247,246,6351,6358,6355,4000000,2449639,49.99,0.83
1,1,0,1,False,False,1,False,False,False,463,250,246,6351,6358,6355,4000071,2449983,49.96,0.85
1,1,0,1,False,False,1,False,False,False,464,246,242,6351,6358,6355,4000000,2449762,50.01,0.85
1,1,0,1,False,False,1,False,False,False,465,245,250,6351,6358,6355,4000018,2449530,49.97,0.85
1,1,0,1,False,False,1,False,False,False,466,246,247,6351,6358,6355,3999617,2450000,50.0,0.86
1,1,0,1,False,False,1,False,False,False,467,246,249,6351,6358,6355,4000000,2449722,50.0,0.84
1,1,0,1,False,False,1,False,False,False,468,246,250,6351,6358,6355,4000323,2450000,50.05,0.85
1,1,0,1,False,False,1,False,False,False,469,242,249,6351,6358,6355,4000000,2450000,50.0,0.85
1,1,0,1,False,False,1,False,False,False,470,246,250,6351,6358,6355,3999533,2449612,49.97,0.84
1,1,0,1,False,False,1,False,False,False,471,245,244,6351,6358,6355,4000000,2450000,50.0,0.85
1,1,0,1,False,False,1,False,False,False,472,247,246,6351,6358,6355,4000000,2450140,50.0,0.86
1,1,0,1,False,False,1,False,False,False,473,251,247,6351,6358,6355,3999552,2450034,50.0,0.85
1,1,0,1,False,False,1,False,False,False,474,246,242,6351,6358,6355,4000121,2450000,50.02,0.84
1,1,0,1,False,False,1,False,False,False,475,246,248,6351,6358,6355,4000000,2450388,49.95,0.87
1,1,0,1,False,False,1,False,False,False,476,245,250,6351,6358,6355,3999822,2450359,50.0,0.85
1,1,0,1,False,False,1,False,False,False,477,245,245,6351,6358,6355,4000350,2449608,49.97,0.86
1,1,0,1,False,False,1,False,False,False,478,241,248,6351,6358,6355,3999913,2450037,49.97,0.85
1,1,0,1,False,False,1,False,False,False,479,251,246,6351,6358,6355,3999848,2449792,50.01,0.86
1,1,0,1,False,False,1,False,False,False,480,245,244,6351,6358,6355,4000000,2450000,49.97,0.86
1,1,0,1,False,False,1,False,False,False,481,246,249,6351,6358,6355,4000242,2450000,50.0,0.85
1,1,0,1,False,False,1,False,False,False,482,246,247,6351,6358,6355,4000000,2449788,50.02,0.85
1,1,0,1,False,False,1,False,False,False,483,251,246,6351,6358,6355,3999727,2450220,49.98,0.83
1,1,0,1,False,False,1,False,False,False,484,243,246,6351,6358,6355,4000272,2450000,50.01,0.85
1,1,0,1,False,False,1,False,False,False,485,246,246,6351,6358,6355,4000430,2449577,50.0,0.84
1,1,0,1,False,False,1,False,False,False,486,244,242,6351,6358,6355,3999769,2450236,50.0,0.85
1,1,0,1,False,False,1,False,False,False,487,246,246,6351,6358,6355,3999708,2449720,50.03,0.84
1,1,0,1,False,False,1,False,False,False,488,246,248,6351,6358,6355,4000000,2450439,50.02,0.84
1,1,0,1,False,False,1,False,False,False,489,246,246,6351,6358,6355,3999655,2450211,49.98,0.85
1,1,0,1,False,False,1,False,False,False,490,243,246,6351,6358,6355,3999734,2450443,50.0,0.84
1,1,0,1,False,False,1,False,False,False,491,250,246,6351,6358,6355,4000159,2449775,50.03,0.86
1,1,0,1,False,False,1,False,False,False,492,242,251,6351,6358,6355,4000231,2449848,50.02,0.85
1,1,0,1,False,False,1,False,False,False,493,246,250,6351,6358,6355,4000000,2450000,49.98,0.87
1,1,0,1,False,False,1,False,False,False,494,246,246,6351,6358,6355,4000420,2449913,50.02,0.85
1,1,0,1,False,False,1,False,False,False,495,243,246,6351,6358,6355,3999667,2449810,49.96,0.84
1,1,0,1,False,False,1,False,False,False,496,242,243,6351,6358,6355,3999756,2450000,49.95,0.85
1,1,0,1,False,False,1,False,False,False,497,250,246,6351,6358,6355,3999871,2450242,49.96,0.83
1,1,0,1,False,False,1,False,False,False,498,244,246,6351,6358,6355,4000119,2449772,50.0,0.85
